"","Date","cinqMinutesInt","heureNombre"
"504",20140303,9.75,0.406875
"505",20140303,9.75,0.4068981481
"506",20140303,9.75,0.4069097222
"507",20140303,9.75,0.4069444444
"508",20140303,9.75,0.4069560185
"509",20140303,9.75,0.4069791667
"510",20140303,9.75,0.4069907407
"511",20140303,9.75,0.4070023148
"512",20140303,9.75,0.4070833333
"513",20140303,9.75,0.4071180556
"514",20140303,9.75,0.4071527778
"515",20140303,9.75,0.4071875
"516",20140303,9.75,0.4071990741
"517",20140303,9.75,0.4072569444
"518",20140303,9.75,0.4073148148
"519",20140303,9.75,0.4073611111
"520",20140303,9.75,0.4073726852
"521",20140303,9.75,0.4073958333
"522",20140303,9.75,0.4074074074
"523",20140303,9.75,0.4074189815
"524",20140303,9.75,0.4074652778
"525",20140303,9.75,0.4074884259
"526",20140303,9.75,0.4075
"527",20140303,9.75,0.4075115741
"528",20140303,9.75,0.4075578704
"529",20140303,9.75,0.4075810185
"530",20140303,9.75,0.4076388889
"531",20140303,9.75,0.407650463
"532",20140303,9.75,0.407662037
"533",20140303,9.75,0.4077662037
"534",20140303,9.75,0.4077777778
"535",20140303,9.75,0.4077893519
"536",20140303,9.75,0.4078356481
"537",20140303,9.75,0.4078587963
"538",20140303,9.75,0.4078935185
"539",20140303,9.75,0.4079050926
"540",20140303,9.75,0.4079166667
"541",20140303,9.75,0.4079398148
"542",20140303,9.75,0.407974537
"543",20140303,9.75,0.4079976852
"544",20140303,9.75,0.4080671296
"545",20140303,9.75,0.4080787037
"546",20140303,9.75,0.4081018519
"547",20140303,9.75,0.4081365741
"548",20140303,9.75,0.4081481481
"549",20140303,9.75,0.4082060185
"550",20140303,9.75,0.4082175926
"551",20140303,9.75,0.4082523148
"552",20140303,9.75,0.4082638889
"553",20140303,9.75,0.4083101852
"554",20140303,9.75,0.4084027778
"555",20140303,9.75,0.4084375
"556",20140303,9.75,0.4084490741
"557",20140303,9.75,0.4084606481
"558",20140303,9.75,0.4084953704
"559",20140303,9.75,0.4085069444
"560",20140303,9.75,0.4085185185
"561",20140303,9.75,0.4085532407
"562",20140303,9.75,0.4085763889
"563",20140303,9.75,0.408587963
"564",20140303,9.75,0.4086111111
"565",20140303,9.75,0.4086226852
"566",20140303,9.75,0.4086342593
"567",20140303,9.75,0.4086574074
"568",20140303,9.75,0.4086805556
"569",20140303,9.75,0.40875
"570",20140303,9.75,0.4087615741
"571",20140303,9.75,0.4087962963
"572",20140303,9.75,0.4088078704
"573",20140303,9.75,0.4088541667
"574",20140303,9.75,0.4088657407
"575",20140303,9.75,0.408900463
"576",20140303,9.75,0.4089236111
"577",20140303,9.75,0.4089467593
"578",20140303,9.75,0.4089583333
"579",20140303,9.75,0.4089930556
"580",20140303,9.75,0.4090277778
"581",20140303,9.75,0.4090740741
"582",20140303,9.75,0.4090972222
"583",20140303,9.75,0.4091087963
"584",20140303,9.75,0.4091203704
"585",20140303,9.75,0.4091898148
"586",20140303,9.75,0.409212963
"587",20140303,9.75,0.4092476852
"588",20140303,9.75,0.4093171296
"589",20140303,9.75,0.4093402778
"590",20140303,9.75,0.409375
"591",20140303,9.75,0.4093865741
"592",20140303,9.75,0.4093981481
"593",20140303,9.75,0.4094907407
"594",20140303,9.75,0.4095023148
"595",20140303,9.75,0.409525463
"596",20140303,9.75,0.409537037
"597",20140303,9.75,0.4095833333
"598",20140303,9.75,0.4095949074
"599",20140303,9.75,0.4096180556
"600",20140303,9.75,0.4096412037
"601",20140303,9.75,0.4096643519
"602",20140303,9.75,0.4096759259
"603",20140303,9.75,0.4096875
"604",20140303,9.75,0.4097106481
"605",20140303,9.833,0.4097222222
"606",20140303,9.833,0.4097337963
"607",20140303,9.833,0.4097453704
"608",20140303,9.833,0.4098032407
"609",20140303,9.833,0.409837963
"610",20140303,9.833,0.4098611111
"611",20140303,9.833,0.4098726852
"612",20140303,9.833,0.4098958333
"613",20140303,9.833,0.4099305556
"614",20140303,9.833,0.4099421296
"615",20140303,9.833,0.4099652778
"616",20140303,9.833,0.4099768519
"617",20140303,9.833,0.4099884259
"618",20140303,9.833,0.41
"619",20140303,9.833,0.4100231481
"620",20140303,9.833,0.4100925926
"621",20140303,9.833,0.4101041667
"622",20140303,9.833,0.4101388889
"623",20140303,9.833,0.4101967593
"624",20140303,9.833,0.4102083333
"625",20140303,9.833,0.4102546296
"626",20140303,9.833,0.4103009259
"627",20140303,9.833,0.4103356481
"628",20140303,9.833,0.4103472222
"629",20140303,9.833,0.4103819444
"630",20140303,9.833,0.4103935185
"631",20140303,9.833,0.4104050926
"632",20140303,9.833,0.4104166667
"633",20140303,9.833,0.4104282407
"634",20140303,9.833,0.4104513889
"635",20140303,9.833,0.410462963
"636",20140303,9.833,0.4105208333
"637",20140303,9.833,0.4105671296
"638",20140303,9.833,0.4106597222
"639",20140303,9.833,0.4106828704
"640",20140303,9.833,0.4107175926
"641",20140303,9.833,0.4107523148
"642",20140303,9.833,0.4107638889
"643",20140303,9.833,0.410775463
"644",20140303,9.833,0.410787037
"645",20140303,9.833,0.4108217593
"646",20140303,9.833,0.4108796296
"647",20140303,9.833,0.4109027778
"648",20140303,9.833,0.4109375
"649",20140303,9.833,0.4109606481
"650",20140303,9.833,0.4109722222
"651",20140303,9.833,0.4109837963
"652",20140303,9.833,0.4109953704
"653",20140303,9.833,0.4110069444
"654",20140303,9.833,0.4110185185
"655",20140303,9.833,0.4110532407
"656",20140303,9.833,0.411087963
"657",20140303,9.833,0.411099537
"658",20140303,9.833,0.4111111111
"659",20140303,9.833,0.4111342593
"660",20140303,9.833,0.4111458333
"661",20140303,9.833,0.4112384259
"662",20140303,9.833,0.4112615741
"663",20140303,9.833,0.4112847222
"664",20140303,9.833,0.4112962963
"665",20140303,9.833,0.4113194444
"666",20140303,9.833,0.4113310185
"667",20140303,9.833,0.4113425926
"668",20140303,9.833,0.4113773148
"669",20140303,9.833,0.4113888889
"670",20140303,9.833,0.4114351852
"671",20140303,9.833,0.4114583333
"672",20140303,9.833,0.4114699074
"673",20140303,9.833,0.4114814815
"674",20140303,9.833,0.4115046296
"675",20140303,9.833,0.4115277778
"676",20140303,9.833,0.4115740741
"677",20140303,9.833,0.4115856481
"678",20140303,9.833,0.4116087963
"679",20140303,9.833,0.4116203704
"680",20140303,9.833,0.4116319444
"681",20140303,9.833,0.4116666667
"682",20140303,9.833,0.4116782407
"683",20140303,9.833,0.4117013889
"684",20140303,9.833,0.411712963
"685",20140303,9.833,0.411724537
"686",20140303,9.833,0.4117476852
"687",20140303,9.833,0.4117592593
"688",20140303,9.833,0.4117708333
"689",20140303,9.833,0.4117824074
"690",20140303,9.833,0.4117939815
"691",20140303,9.833,0.4118055556
"692",20140303,9.833,0.4118402778
"693",20140303,9.833,0.4118518519
"694",20140303,9.833,0.4118634259
"695",20140303,9.833,0.411875
"696",20140303,9.833,0.4119097222
"697",20140303,9.833,0.4119444444
"698",20140303,9.833,0.4119560185
"699",20140303,9.833,0.4119675926
"700",20140303,9.833,0.4120023148
"701",20140303,9.833,0.412037037
"702",20140303,9.833,0.4120486111
"703",20140303,9.833,0.4121064815
"704",20140303,9.833,0.4121180556
"705",20140303,9.833,0.4121527778
"706",20140303,9.833,0.4121643519
"707",20140303,9.833,0.4121875
"708",20140303,9.833,0.4122337963
"709",20140303,9.833,0.4122453704
"710",20140303,9.833,0.4122569444
"711",20140303,9.833,0.4122685185
"712",20140303,9.833,0.4122916667
"713",20140303,9.833,0.4124189815
"714",20140303,9.833,0.4124305556
"715",20140303,9.833,0.4124421296
"716",20140303,9.833,0.4124652778
"717",20140303,9.833,0.4124884259
"718",20140303,9.833,0.4125231481
"719",20140303,9.833,0.4125810185
